prob,threshold,class_id,fp,tf
0.587140,0.250000,11,0.000000,0.000000
0.337029,0.250000,11,0.000000,0.000000
0.911170,0.250000,19,0.000000,0.000000
0.825701,0.250000,14,0.000000,0.000000
0.269400,0.250000,8,0.000000,0.000000
0.452279,0.250000,14,0.000000,0.000000
0.635236,0.250000,8,0.000000,0.000000
0.625524,0.250000,8,0.000000,0.000000
0.896958,0.250000,14,0.000000,0.000000
0.684385,0.250000,12,0.000000,0.000000
0.944251,0.250000,6,0.000000,0.000000
0.945831,0.250000,3,0.000000,0.000000
0.595956,0.250000,3,0.000000,0.000000
0.950538,0.250000,7,0.000000,0.000000
0.864530,0.250000,19,0.000000,0.000000
0.805487,0.250000,14,0.000000,0.000000
0.922071,0.250000,12,0.000000,0.000000
0.319744,0.250000,14,0.000000,0.000000
0.271061,0.250000,11,0.000000,0.000000
0.864852,0.250000,11,0.000000,0.000000
0.297500,0.250000,11,0.000000,0.000000
0.814094,0.250000,18,0.000000,0.000000
0.964651,0.250000,1,0.000000,0.000000
0.770323,0.250000,14,0.000000,0.000000
0.674798,0.250000,14,0.000000,0.000000
0.639189,0.250000,14,0.000000,0.000000
0.514851,0.250000,14,0.000000,0.000000
0.484119,0.250000,14,0.000000,0.000000
0.464022,0.250000,14,0.000000,0.000000
0.392016,0.250000,14,0.000000,0.000000
0.380982,0.250000,14,0.000000,0.000000
0.363314,0.250000,14,0.000000,0.000000
0.320157,0.250000,14,0.000000,0.000000
0.275486,0.250000,14,0.000000,0.000000
0.255497,0.250000,14,0.000000,0.000000
0.250532,0.250000,14,0.000000,0.000000
0.983916,0.250000,6,0.000000,0.000000
0.915197,0.250000,14,0.000000,0.000000
0.293556,0.250000,18,0.000000,0.000000
0.632996,0.250000,14,0.000000,0.000000
0.432239,0.250000,6,0.000000,0.000000
0.330390,0.250000,6,0.000000,0.000000
0.906411,0.250000,17,0.000000,0.000000
0.658140,0.250000,17,0.000000,0.000000
0.276191,0.250000,17,0.000000,0.000000
0.460843,0.250000,8,0.000000,0.000000
0.515891,0.250000,15,0.000000,0.000000
0.457782,0.250000,14,0.000000,0.000000
0.764984,0.250000,14,0.000000,0.000000
0.699394,0.250000,14,0.000000,0.000000
0.285477,0.250000,8,0.000000,0.000000
0.861364,0.250000,9,0.000000,0.000000
0.808992,0.250000,14,0.000000,0.000000
0.803895,0.250000,14,0.000000,0.000000
0.798200,0.250000,14,0.000000,0.000000
0.753444,0.250000,14,0.000000,0.000000
0.699058,0.250000,14,0.000000,0.000000
0.671779,0.250000,14,0.000000,0.000000
0.625798,0.250000,14,0.000000,0.000000
0.624044,0.250000,14,0.000000,0.000000
0.593015,0.250000,14,0.000000,0.000000
0.572026,0.250000,14,0.000000,0.000000
0.420673,0.250000,14,0.000000,0.000000
0.378209,0.250000,14,0.000000,0.000000
0.358513,0.250000,14,0.000000,0.000000
0.328561,0.250000,14,0.000000,0.000000
0.926326,0.250000,10,0.000000,0.000000
0.893466,0.250000,8,0.000000,0.000000
0.572005,0.250000,8,0.000000,0.000000
0.924812,0.250000,7,0.000000,0.000000
0.915665,0.250000,7,0.000000,0.000000
0.909645,0.250000,2,0.000000,0.000000
0.931762,0.250000,7,0.000000,0.000000
0.554260,0.250000,7,0.000000,0.000000
0.934739,0.250000,9,0.000000,0.000000
0.931358,0.250000,14,0.000000,0.000000
0.877566,0.250000,9,0.000000,0.000000
0.916206,0.250000,2,0.000000,0.000000
0.894559,0.250000,14,0.000000,0.000000
0.848646,0.250000,14,0.000000,0.000000
0.815639,0.250000,14,0.000000,0.000000
0.625648,0.250000,14,0.000000,0.000000
0.267000,0.250000,14,0.000000,0.000000
0.908409,0.250000,5,0.000000,0.000000
0.901689,0.250000,6,0.000000,0.000000
0.766971,0.250000,10,0.000000,0.000000
0.910694,0.250000,8,0.000000,0.000000
0.831074,0.250000,8,0.000000,0.000000
0.645213,0.250000,8,0.000000,0.000000
0.430241,0.250000,8,0.000000,0.000000
0.881777,0.250000,14,0.000000,0.000000
0.842568,0.250000,14,0.000000,0.000000
0.277361,0.250000,14,0.000000,0.000000
0.918374,0.250000,1,0.000000,0.000000
0.906553,0.250000,1,0.000000,0.000000
0.327140,0.250000,9,0.000000,0.000000
0.475310,0.250000,16,0.000000,0.000000
0.489577,0.250000,9,0.000000,0.000000
0.365741,0.250000,16,0.000000,0.000000
0.544248,0.250000,9,0.000000,0.000000
0.303865,0.250000,9,0.000000,0.000000
0.668496,0.250000,9,0.000000,0.000000
0.730470,0.250000,14,0.000000,0.000000
0.913018,0.250000,11,0.000000,0.000000
0.927340,0.250000,14,0.000000,0.000000
0.322570,0.250000,14,0.000000,0.000000
0.317377,0.250000,14,0.000000,0.000000
0.388138,0.250000,6,0.000000,0.000000
0.898460,0.250000,12,0.000000,0.000000
0.685313,0.250000,6,0.000000,0.000000
0.670358,0.250000,6,0.000000,0.000000
0.643200,0.250000,6,0.000000,0.000000
0.551670,0.250000,6,0.000000,0.000000
0.510903,0.250000,6,0.000000,0.000000
0.510621,0.250000,6,0.000000,0.000000
0.255378,0.250000,6,0.000000,0.000000
0.947124,0.250000,2,0.000000,0.000000
0.282140,0.250000,2,0.000000,0.000000
0.863811,0.250000,16,0.000000,0.000000
0.777874,0.250000,16,0.000000,0.000000
0.682760,0.250000,16,0.000000,0.000000
0.678683,0.250000,16,0.000000,0.000000
0.557337,0.250000,16,0.000000,0.000000
0.273119,0.250000,16,0.000000,0.000000
0.629988,0.250000,15,0.000000,0.000000
0.356889,0.250000,6,0.000000,0.000000
0.265034,0.250000,6,0.000000,0.000000
0.812623,0.250000,14,0.000000,0.000000
0.804600,0.250000,14,0.000000,0.000000
0.518273,0.250000,11,0.000000,0.000000
0.593702,0.250000,11,0.000000,0.000000
0.979708,0.250000,14,0.000000,0.000000
0.895426,0.250000,6,0.000000,0.000000
0.693793,0.250000,4,0.000000,0.000000
0.257406,0.250000,11,0.000000,0.000000
0.872228,0.250000,6,0.000000,0.000000
0.934899,0.250000,18,0.000000,0.000000
0.426530,0.250000,19,0.000000,0.000000
0.555626,0.250000,15,0.000000,0.000000
0.374982,0.250000,14,0.000000,0.000000
0.293729,0.250000,14,0.000000,0.000000
0.922512,0.250000,8,0.000000,0.000000
0.829936,0.250000,8,0.000000,0.000000
0.576827,0.250000,8,0.000000,0.000000
0.561073,0.250000,8,0.000000,0.000000
0.937545,0.250000,19,0.000000,0.000000
0.564274,0.250000,3,0.000000,0.000000
0.697524,0.250000,0,0.000000,0.000000
0.631773,0.250000,6,0.000000,0.000000
0.878019,0.250000,14,0.000000,0.000000
0.779510,0.250000,12,0.000000,0.000000
0.858133,0.250000,14,0.000000,0.000000
0.826991,0.250000,14,0.000000,0.000000
0.777554,0.250000,14,0.000000,0.000000
0.760569,0.250000,14,0.000000,0.000000
0.754248,0.250000,17,0.000000,0.000000
0.906297,0.250000,14,0.000000,0.000000
0.586254,0.250000,6,0.000000,0.000000
0.856169,0.250000,14,0.000000,0.000000
0.708781,0.250000,14,0.000000,0.000000
0.322135,0.250000,14,0.000000,0.000000
0.513265,0.250000,13,0.000000,0.000000
0.947084,0.250000,13,0.000000,0.000000
0.350530,0.250000,13,0.000000,0.000000
0.893822,0.250000,2,0.000000,0.000000
0.740420,0.250000,15,0.000000,0.000000
0.405091,0.250000,15,0.000000,0.000000
0.368867,0.250000,15,0.000000,0.000000
0.731993,0.250000,6,0.000000,0.000000
0.671141,0.250000,6,0.000000,0.000000
0.387886,0.250000,6,0.000000,0.000000
0.970789,0.250000,5,0.000000,0.000000
0.844868,0.250000,18,0.000000,0.000000
0.953098,0.250000,7,0.000000,0.000000
0.255896,0.250000,4,0.000000,0.000000
0.988522,0.250000,10,0.000000,0.000000
0.857745,0.250000,8,0.000000,0.000000
0.822622,0.250000,8,0.000000,0.000000
0.408900,0.250000,8,0.000000,0.000000
0.365484,0.250000,8,0.000000,0.000000
0.259037,0.250000,8,0.000000,0.000000
0.293252,0.250000,4,0.000000,0.000000
0.277316,0.250000,4,0.000000,0.000000
0.862841,0.250000,3,0.000000,0.000000
0.705066,0.250000,3,0.000000,0.000000
0.936799,0.250000,19,0.000000,0.000000
0.570984,0.250000,14,0.000000,0.000000
0.520117,0.250000,14,0.000000,0.000000
0.509244,0.250000,3,0.000000,0.000000
0.962121,0.250000,3,0.000000,0.000000
0.275501,0.250000,3,0.000000,0.000000
0.273563,0.250000,17,0.000000,0.000000
0.692768,0.250000,11,0.000000,0.000000
0.537755,0.250000,14,0.000000,0.000000
0.748742,0.250000,11,0.000000,0.000000
0.801982,0.250000,14,0.000000,0.000000
0.793292,0.250000,1,0.000000,0.000000
0.908961,0.250000,14,0.000000,0.000000
0.730247,0.250000,12,0.000000,0.000000
0.583361,0.250000,17,0.000000,0.000000
0.392423,0.250000,14,0.000000,0.000000
0.680766,0.250000,14,0.000000,0.000000
0.936366,0.250000,2,0.000000,0.000000
0.494255,0.250000,14,0.000000,0.000000
0.476880,0.250000,14,0.000000,0.000000
0.365134,0.250000,14,0.000000,0.000000
0.305380,0.250000,14,0.000000,0.000000
0.260821,0.250000,14,0.000000,0.000000
0.305721,0.250000,13,0.000000,0.000000
0.958681,0.250000,6,0.000000,0.000000
0.866973,0.250000,6,0.000000,0.000000
0.955969,0.250000,6,0.000000,0.000000
0.630809,0.250000,17,0.000000,0.000000
0.743867,0.250000,14,0.000000,0.000000
0.589791,0.250000,11,0.000000,0.000000
0.627673,0.250000,11,0.000000,0.000000
0.931944,0.250000,14,0.000000,0.000000
0.936918,0.250000,12,0.000000,0.000000
0.331543,0.250000,15,0.000000,0.000000
0.318758,0.250000,15,0.000000,0.000000
0.892094,0.250000,17,0.000000,0.000000
0.452927,0.250000,8,0.000000,0.000000
0.283998,0.250000,14,0.000000,0.000000
0.917853,0.250000,6,0.000000,0.000000
0.825555,0.250000,18,0.000000,0.000000
0.915425,0.250000,14,0.000000,0.000000
0.909687,0.250000,12,0.000000,0.000000
0.900035,0.250000,15,0.000000,0.000000
0.866543,0.250000,18,0.000000,0.000000
0.342417,0.250000,14,0.000000,0.000000
0.757067,0.250000,6,0.000000,0.000000
0.410121,0.250000,19,0.000000,0.000000
0.893695,0.250000,17,0.000000,0.000000
0.722561,0.250000,17,0.000000,0.000000
0.583034,0.250000,14,0.000000,0.000000
0.579465,0.250000,15,0.000000,0.000000
0.406824,0.250000,14,0.000000,0.000000
0.316505,0.250000,8,0.000000,0.000000
0.914558,0.250000,14,0.000000,0.000000
0.656859,0.250000,14,0.000000,0.000000
0.824017,0.250000,11,0.000000,0.000000
0.888605,0.250000,14,0.000000,0.000000
0.640931,0.250000,14,0.000000,0.000000
0.477659,0.250000,4,0.000000,0.000000
0.361241,0.250000,4,0.000000,0.000000
0.355293,0.250000,4,0.000000,0.000000
0.353653,0.250000,4,0.000000,0.000000
0.890938,0.250000,7,0.000000,0.000000
0.916019,0.250000,2,0.000000,0.000000
0.496962,0.250000,15,0.000000,0.000000
0.882042,0.250000,2,0.000000,0.000000
0.895319,0.250000,14,0.000000,0.000000
0.984872,0.250000,14,0.000000,0.000000
0.842387,0.250000,14,0.000000,0.000000
0.854530,0.250000,7,0.000000,0.000000
0.868199,0.250000,14,0.000000,0.000000
0.793334,0.250000,14,0.000000,0.000000
0.765543,0.250000,14,0.000000,0.000000
0.907086,0.250000,6,0.000000,0.000000
0.867698,0.250000,6,0.000000,0.000000
0.864413,0.250000,6,0.000000,0.000000
0.311210,0.250000,14,0.000000,0.000000
0.874359,0.250000,11,0.000000,0.000000
0.755632,0.250000,17,0.000000,0.000000
0.892351,0.250000,8,0.000000,0.000000
0.534510,0.250000,8,0.000000,0.000000
0.753344,0.250000,3,0.000000,0.000000
0.297707,0.250000,3,0.000000,0.000000
0.254769,0.250000,3,0.000000,0.000000
0.743655,0.250000,15,0.000000,0.000000
0.609579,0.250000,15,0.000000,0.000000
0.379665,0.250000,15,0.000000,0.000000
0.289039,0.250000,14,0.000000,0.000000
0.932658,0.250000,7,0.000000,0.000000
0.940186,0.250000,7,0.000000,0.000000
0.950586,0.250000,14,0.000000,0.000000
0.900726,0.250000,14,0.000000,0.000000
0.729959,0.250000,14,0.000000,0.000000
0.532145,0.250000,18,0.000000,0.000000
0.590800,0.250000,8,0.000000,0.000000
0.965722,0.250000,14,0.000000,0.000000
0.917866,0.250000,14,0.000000,0.000000
0.664822,0.250000,14,0.000000,0.000000
0.275075,0.250000,8,0.000000,0.000000
0.738198,0.250000,8,0.000000,0.000000
0.839976,0.250000,11,0.000000,0.000000
0.338607,0.250000,11,0.000000,0.000000
0.915970,0.250000,0,0.000000,0.000000
0.523278,0.250000,0,0.000000,0.000000
0.326305,0.250000,0,0.000000,0.000000
0.266613,0.250000,0,0.000000,0.000000
0.931831,0.250000,19,0.000000,0.000000
0.679361,0.250000,19,0.000000,0.000000
0.877041,0.250000,14,0.000000,0.000000
0.976900,0.250000,1,0.000000,0.000000
0.783453,0.250000,3,0.000000,0.000000
0.278521,0.250000,3,0.000000,0.000000
0.750192,0.250000,14,0.000000,0.000000
0.707774,0.250000,14,0.000000,0.000000
0.703647,0.250000,14,0.000000,0.000000
0.628791,0.250000,14,0.000000,0.000000
0.623381,0.250000,14,0.000000,0.000000
0.509183,0.250000,14,0.000000,0.000000
0.440583,0.250000,14,0.000000,0.000000
0.803370,0.250000,1,0.000000,0.000000
0.794889,0.250000,1,0.000000,0.000000
0.789961,0.250000,1,0.000000,0.000000
0.772250,0.250000,1,0.000000,0.000000
0.511120,0.250000,15,0.000000,0.000000
0.399524,0.250000,2,0.000000,0.000000
0.809439,0.250000,6,0.000000,0.000000
0.784546,0.250000,6,0.000000,0.000000
0.759399,0.250000,6,0.000000,0.000000
0.643491,0.250000,6,0.000000,0.000000
0.276692,0.250000,6,0.000000,0.000000
0.580810,0.250000,19,0.000000,0.000000
0.928607,0.250000,11,0.000000,0.000000
0.950230,0.250000,7,0.000000,0.000000
0.787244,0.250000,2,0.000000,0.000000
0.766584,0.250000,2,0.000000,0.000000
0.763665,0.250000,2,0.000000,0.000000
0.666776,0.250000,2,0.000000,0.000000
0.607119,0.250000,2,0.000000,0.000000
0.572438,0.250000,2,0.000000,0.000000
0.421090,0.250000,2,0.000000,0.000000
0.317051,0.250000,2,0.000000,0.000000
0.969899,0.250000,18,0.000000,0.000000
0.466500,0.250000,6,0.000000,0.000000
0.797779,0.250000,14,0.000000,0.000000
0.908395,0.250000,13,0.000000,0.000000
0.915509,0.250000,17,0.000000,0.000000
0.891265,0.250000,8,0.000000,0.000000
0.411426,0.250000,15,0.000000,0.000000
0.894753,0.250000,13,0.000000,0.000000
0.964387,0.250000,14,0.000000,0.000000
0.959225,0.250000,14,0.000000,0.000000
0.293097,0.250000,14,0.000000,0.000000
0.259677,0.250000,14,0.000000,0.000000
0.959415,0.250000,10,0.000000,0.000000
0.828544,0.250000,19,0.000000,0.000000
0.810574,0.250000,14,0.000000,0.000000
0.950349,0.250000,14,0.000000,0.000000
0.723915,0.250000,14,0.000000,0.000000
0.483365,0.250000,14,0.000000,0.000000
0.314087,0.250000,14,0.000000,0.000000
0.339075,0.250000,4,0.000000,0.000000
0.722328,0.250000,10,0.000000,0.000000
0.530404,0.250000,8,0.000000,0.000000
0.901850,0.250000,8,0.000000,0.000000
0.723488,0.250000,8,0.000000,0.000000
0.646141,0.250000,8,0.000000,0.000000
0.444397,0.250000,8,0.000000,0.000000
0.957591,0.250000,13,0.000000,0.000000
0.670129,0.250000,13,0.000000,0.000000
0.968028,0.250000,14,0.000000,0.000000
0.843159,0.250000,17,0.000000,0.000000
0.336620,0.250000,17,0.000000,0.000000
0.904110,0.250000,8,0.000000,0.000000
0.614822,0.250000,15,0.000000,0.000000
0.291581,0.250000,15,0.000000,0.000000
0.414878,0.250000,10,0.000000,0.000000
0.582190,0.250000,8,0.000000,0.000000
0.630127,0.250000,8,0.000000,0.000000
0.269584,0.250000,8,0.000000,0.000000
0.941371,0.250000,14,0.000000,0.000000
0.939479,0.250000,12,0.000000,0.000000
0.644846,0.250000,14,0.000000,0.000000
0.276476,0.250000,14,0.000000,0.000000
0.341542,0.250000,8,0.000000,0.000000
0.929665,0.250000,17,0.000000,0.000000
0.569912,0.250000,17,0.000000,0.000000
0.937876,0.250000,14,0.000000,0.000000
0.910479,0.250000,14,0.000000,0.000000
0.869231,0.250000,14,0.000000,0.000000
0.784268,0.250000,14,0.000000,0.000000
0.709945,0.250000,14,0.000000,0.000000
0.333946,0.250000,14,0.000000,0.000000
0.947675,0.250000,6,0.000000,0.000000
0.941222,0.250000,18,0.000000,0.000000
0.866831,0.250000,6,0.000000,0.000000
0.946793,0.250000,6,0.000000,0.000000
0.966442,0.250000,15,0.000000,0.000000
0.400013,0.250000,15,0.000000,0.000000
0.359523,0.250000,15,0.000000,0.000000
0.899969,0.250000,14,0.000000,0.000000
0.975253,0.250000,5,0.000000,0.000000
0.922334,0.250000,5,0.000000,0.000000
0.503925,0.250000,14,0.000000,0.000000
0.420707,0.250000,14,0.000000,0.000000
0.338915,0.250000,14,0.000000,0.000000
0.949597,0.250000,6,0.000000,0.000000
0.599144,0.250000,6,0.000000,0.000000
0.924505,0.250000,18,0.000000,0.000000
0.740078,0.250000,6,0.000000,0.000000
0.612138,0.250000,6,0.000000,0.000000
0.266758,0.250000,8,0.000000,0.000000
0.854578,0.250000,11,0.000000,0.000000
0.515524,0.250000,14,0.000000,0.000000
0.761853,0.250000,10,0.000000,0.000000
0.668197,0.250000,4,0.000000,0.000000
0.951939,0.250000,14,0.000000,0.000000
0.759635,0.250000,10,0.000000,0.000000
0.256478,0.250000,10,0.000000,0.000000
0.621222,0.250000,4,0.000000,0.000000
0.663759,0.250000,17,0.000000,0.000000
0.344183,0.250000,14,0.000000,0.000000
0.865484,0.250000,11,0.000000,0.000000
0.945887,0.250000,6,0.000000,0.000000
0.925761,0.250000,6,0.000000,0.000000
0.802643,0.250000,6,0.000000,0.000000
0.389508,0.250000,6,0.000000,0.000000
0.273290,0.250000,6,0.000000,0.000000
0.258459,0.250000,6,0.000000,0.000000
0.921104,0.250000,6,0.000000,0.000000
0.905953,0.250000,6,0.000000,0.000000
0.899661,0.250000,6,0.000000,0.000000
0.960052,0.250000,14,0.000000,0.000000
0.928425,0.250000,14,0.000000,0.000000
0.920663,0.250000,14,0.000000,0.000000
0.754786,0.250000,14,0.000000,0.000000
0.741740,0.250000,14,0.000000,0.000000
0.702744,0.250000,14,0.000000,0.000000
0.667546,0.250000,14,0.000000,0.000000
0.577457,0.250000,14,0.000000,0.000000
0.296897,0.250000,14,0.000000,0.000000
0.254855,0.250000,8,0.000000,0.000000
0.309940,0.250000,10,0.000000,0.000000
0.829207,0.250000,7,0.000000,0.000000
0.777915,0.250000,14,0.000000,0.000000
0.848134,0.250000,12,0.000000,0.000000
0.977965,0.250000,6,0.000000,0.000000
0.803769,0.250000,15,0.000000,0.000000
0.767984,0.250000,15,0.000000,0.000000
0.751367,0.250000,15,0.000000,0.000000
0.729772,0.250000,15,0.000000,0.000000
0.714588,0.250000,15,0.000000,0.000000
0.671062,0.250000,15,0.000000,0.000000
0.664101,0.250000,15,0.000000,0.000000
0.555537,0.250000,15,0.000000,0.000000
0.425224,0.250000,15,0.000000,0.000000
0.415325,0.250000,15,0.000000,0.000000
0.322081,0.250000,15,0.000000,0.000000
0.321425,0.250000,15,0.000000,0.000000
0.525505,0.250000,10,0.000000,0.000000
0.256595,0.250000,10,0.000000,0.000000
0.820368,0.250000,4,0.000000,0.000000
0.458944,0.250000,4,0.000000,0.000000
0.861055,0.250000,14,0.000000,0.000000
0.823622,0.250000,14,0.000000,0.000000
0.873346,0.250000,6,0.000000,0.000000
0.352086,0.250000,6,0.000000,0.000000
0.350831,0.250000,6,0.000000,0.000000
0.561109,0.250000,14,0.000000,0.000000
0.504163,0.250000,14,0.000000,0.000000
0.390456,0.250000,14,0.000000,0.000000
0.313526,0.250000,14,0.000000,0.000000
0.294400,0.250000,14,0.000000,0.000000
0.294170,0.250000,14,0.000000,0.000000
0.322098,0.250000,4,0.000000,0.000000
0.841159,0.250000,13,0.000000,0.000000
0.729380,0.250000,13,0.000000,0.000000
0.883553,0.250000,14,0.000000,0.000000
0.826017,0.250000,14,0.000000,0.000000
0.807885,0.250000,14,0.000000,0.000000
0.715223,0.250000,14,0.000000,0.000000
0.505363,0.250000,14,0.000000,0.000000
0.398846,0.250000,14,0.000000,0.000000
0.366620,0.250000,14,0.000000,0.000000
0.355467,0.250000,14,0.000000,0.000000
0.946750,0.250000,12,0.000000,0.000000
0.883834,0.250000,12,0.000000,0.000000
0.787167,0.250000,12,0.000000,0.000000
0.581723,0.250000,12,0.000000,0.000000
0.508861,0.250000,12,0.000000,0.000000
0.272388,0.250000,12,0.000000,0.000000
0.366169,0.250000,17,0.000000,0.000000
0.300376,0.250000,8,0.000000,0.000000
0.872621,0.250000,11,0.000000,0.000000
0.888899,0.250000,14,0.000000,0.000000
0.846403,0.250000,14,0.000000,0.000000
0.815662,0.250000,14,0.000000,0.000000
0.793315,0.250000,8,0.000000,0.000000
0.863821,0.250000,4,0.000000,0.000000
0.587583,0.250000,4,0.000000,0.000000
0.587476,0.250000,4,0.000000,0.000000
0.445791,0.250000,4,0.000000,0.000000
0.263980,0.250000,4,0.000000,0.000000
0.913702,0.250000,9,0.000000,0.000000
0.285379,0.250000,9,0.000000,0.000000
0.889396,0.250000,6,0.000000,0.000000
0.400920,0.250000,13,0.000000,0.000000
0.369314,0.250000,0,0.000000,0.000000
0.298847,0.250000,6,0.000000,0.000000
0.291372,0.250000,3,0.000000,0.000000
0.255004,0.250000,17,0.000000,0.000000
0.797846,0.250000,8,0.000000,0.000000
0.960955,0.250000,18,0.000000,0.000000
0.841303,0.250000,14,0.000000,0.000000
0.816301,0.250000,14,0.000000,0.000000
0.654820,0.250000,14,0.000000,0.000000
0.588476,0.250000,14,0.000000,0.000000
0.520174,0.250000,14,0.000000,0.000000
0.474839,0.250000,14,0.000000,0.000000
0.400078,0.250000,14,0.000000,0.000000
0.322280,0.250000,14,0.000000,0.000000
0.292159,0.250000,14,0.000000,0.000000
0.895973,0.250000,6,0.000000,0.000000
0.961903,0.250000,0,0.000000,0.000000
0.747355,0.250000,11,0.000000,0.000000
0.856122,0.250000,11,0.000000,0.000000
0.885490,0.250000,11,0.000000,0.000000
0.881626,0.250000,11,0.000000,0.000000
0.426115,0.250000,11,0.000000,0.000000
0.973623,0.250000,14,0.000000,0.000000
0.913957,0.250000,14,0.000000,0.000000
0.936083,0.250000,14,0.000000,0.000000
0.766377,0.250000,14,0.000000,0.000000
0.639736,0.250000,14,0.000000,0.000000
0.608670,0.250000,14,0.000000,0.000000
0.472256,0.250000,14,0.000000,0.000000
0.337569,0.250000,14,0.000000,0.000000
0.303042,0.250000,14,0.000000,0.000000
0.340234,0.250000,14,0.000000,0.000000
0.936198,0.250000,13,0.000000,0.000000
0.822615,0.250000,14,0.000000,0.000000
0.591873,0.250000,14,0.000000,0.000000
0.956187,0.250000,12,0.000000,0.000000
0.875829,0.250000,12,0.000000,0.000000
0.265288,0.250000,17,0.000000,0.000000
0.754421,0.250000,7,0.000000,0.000000
0.766575,0.250000,11,0.000000,0.000000
0.268145,0.250000,7,0.000000,0.000000
0.878025,0.250000,19,0.000000,0.000000
0.845241,0.250000,19,0.000000,0.000000
0.725707,0.250000,19,0.000000,0.000000
0.907498,0.250000,14,0.000000,0.000000
0.810554,0.250000,13,0.000000,0.000000
0.818484,0.250000,6,0.000000,0.000000
0.701724,0.250000,15,0.000000,0.000000
0.965941,0.250000,14,0.000000,0.000000
0.906620,0.250000,14,0.000000,0.000000
0.649107,0.250000,10,0.000000,0.000000
0.796448,0.250000,6,0.000000,0.000000
0.789114,0.250000,8,0.000000,0.000000
0.674879,0.250000,8,0.000000,0.000000
0.589137,0.250000,8,0.000000,0.000000
0.403641,0.250000,14,0.000000,0.000000
0.538830,0.250000,13,0.000000,0.000000
0.860237,0.250000,13,0.000000,0.000000
0.784488,0.250000,13,0.000000,0.000000
0.878523,0.250000,14,0.000000,0.000000
0.806052,0.250000,14,0.000000,0.000000
0.751232,0.250000,14,0.000000,0.000000
0.733668,0.250000,14,0.000000,0.000000
0.711411,0.250000,14,0.000000,0.000000
0.632431,0.250000,14,0.000000,0.000000
0.610956,0.250000,14,0.000000,0.000000
0.538970,0.250000,14,0.000000,0.000000
0.518324,0.250000,14,0.000000,0.000000
0.370335,0.250000,14,0.000000,0.000000
0.336224,0.250000,14,0.000000,0.000000
0.902777,0.250000,10,0.000000,0.000000
0.913888,0.250000,7,0.000000,0.000000
0.979630,0.250000,0,0.000000,0.000000
0.860519,0.250000,14,0.000000,0.000000
0.353902,0.250000,14,0.000000,0.000000
0.484195,0.250000,8,0.000000,0.000000
0.470025,0.250000,7,0.000000,0.000000
0.725971,0.250000,6,0.000000,0.000000
0.696337,0.250000,6,0.000000,0.000000
0.641430,0.250000,6,0.000000,0.000000
0.595258,0.250000,6,0.000000,0.000000
0.593583,0.250000,6,0.000000,0.000000
0.370073,0.250000,6,0.000000,0.000000
0.357851,0.250000,6,0.000000,0.000000
0.967995,0.250000,9,0.000000,0.000000
0.855685,0.250000,9,0.000000,0.000000
0.410762,0.250000,19,0.000000,0.000000
0.942993,0.250000,14,0.000000,0.000000
0.822011,0.250000,14,0.000000,0.000000
0.925837,0.250000,10,0.000000,0.000000
0.436070,0.250000,8,0.000000,0.000000
0.915471,0.250000,14,0.000000,0.000000
0.850562,0.250000,14,0.000000,0.000000
0.754878,0.250000,14,0.000000,0.000000
0.727020,0.250000,14,0.000000,0.000000
0.646234,0.250000,14,0.000000,0.000000
0.552359,0.250000,14,0.000000,0.000000
0.504106,0.250000,14,0.000000,0.000000
0.436237,0.250000,14,0.000000,0.000000
0.410379,0.250000,14,0.000000,0.000000
0.361125,0.250000,14,0.000000,0.000000
0.355753,0.250000,14,0.000000,0.000000
0.335641,0.250000,14,0.000000,0.000000
0.367707,0.250000,13,0.000000,0.000000
0.611833,0.250000,1,0.000000,0.000000
0.552560,0.250000,1,0.000000,0.000000
0.629153,0.250000,1,0.000000,0.000000
0.863393,0.250000,3,0.000000,0.000000
0.798181,0.250000,3,0.000000,0.000000
0.581834,0.250000,0,0.000000,0.000000
0.955381,0.250000,2,0.000000,0.000000
0.923518,0.250000,2,0.000000,0.000000
0.387747,0.250000,2,0.000000,0.000000
0.862444,0.250000,14,0.000000,0.000000
0.482880,0.250000,14,0.000000,0.000000
0.254109,0.250000,13,0.000000,0.000000
0.658094,0.250000,1,0.000000,0.000000
0.795354,0.250000,19,0.000000,0.000000
0.737595,0.250000,19,0.000000,0.000000
0.659093,0.250000,19,0.000000,0.000000
0.940497,0.250000,8,0.000000,0.000000
0.882412,0.250000,14,0.000000,0.000000
0.813063,0.250000,14,0.000000,0.000000
0.792547,0.250000,14,0.000000,0.000000
0.518275,0.250000,14,0.000000,0.000000
0.273586,0.250000,4,0.000000,0.000000
0.752684,0.250000,10,0.000000,0.000000
0.929644,0.250000,1,0.000000,0.000000
0.854110,0.250000,7,0.000000,0.000000
0.657696,0.250000,15,0.000000,0.000000
0.851750,0.250000,8,0.000000,0.000000
0.504315,0.250000,4,0.000000,0.000000
0.776260,0.250000,17,0.000000,0.000000
0.945365,0.250000,8,0.000000,0.000000
0.887551,0.250000,8,0.000000,0.000000
0.679211,0.250000,6,0.000000,0.000000
0.305499,0.250000,6,0.000000,0.000000
0.282565,0.250000,6,0.000000,0.000000
0.821196,0.250000,14,0.000000,0.000000
0.572797,0.250000,14,0.000000,0.000000
0.305894,0.250000,14,0.000000,0.000000
0.855848,0.250000,11,0.000000,0.000000
0.919457,0.250000,17,0.000000,0.000000
0.375008,0.250000,17,0.000000,0.000000
